Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
Freddy Fermin,31,7,Maj-NL,San Diego,84,237,209,21,41,11,0,4,17,18,0,48,3,4,2,3,1,1,0.196,0.267,0.306,0.573,666023
Jos\xc3\xa9 Ferm\xc3\xadn,27,7,Maj-NL,St. Louis,99,308,275,24,66,14,0,6,34,26,0,41,1,2,2,9,7,0,0.24,0.306,0.356,0.662,665877
Jose Fernandez,22,8,Maj-NL,Arizona,65,207,191,26,50,9,0,3,16,11,0,45,1,4,0,3,9,2,0.262,0.305,0.356,0.661,699912
Rafael Flores,25,7,Maj-NL,Pittsburgh,28,91,81,11,18,3,0,7,17,10,1,29,0,0,0,1,0,0,0.222,0.308,0.519,0.826,804668
Harry Ford,23,7,Maj-NL,Washington,24,80,69,10,13,5,0,3,8,10,0,20,1,0,0,2,1,0,0.188,0.3,0.391,0.691,695670
Nick Fortes,29,7,Maj-AL,Tampa Bay,94,284,262,28,68,14,0,4,29,9,0,35,8,4,1,6,0,0,0.26,0.304,0.359,0.662,663743
Justin Foscue,27,6,Maj-AL,Texas,79,199,180,21,47,10,1,10,26,15,0,49,3,0,1,3,0,0,0.261,0.327,0.494,0.821,679822
Jake Fraley,31,114,Maj-AL,Tampa Bay,28,90,82,6,19,7,0,2,5,8,0,25,0,0,0,1,3,0,0.232,0.3,0.39,0.69,641584
Ty France,31,6,Maj-NL,San Diego,112,410,360,48,105,17,2,19,60,30,1,89,12,0,7,8,1,1,0.292,0.359,0.508,0.868,664034
Christian Franklin,26,7,Maj-AL,Baltimore,16,42,34,3,5,2,0,0,0,6,0,12,2,0,0,0,2,0,0.147,0.31,0.206,0.515,681047
Adam Frazier,34,8,Maj-AL,Los Angeles,55,124,108,18,27,7,1,1,10,10,1,33,3,3,0,1,2,2,0.25,0.331,0.361,0.692,624428
Alex Freeland,24,42,Maj-NL,Los Angeles,72,223,195,24,45,7,0,3,19,22,0,68,1,3,2,5,2,0,0.231,0.309,0.313,0.622,690976
Cody Freeman,25,6,Maj-AL,Texas,22,69,60,7,18,1,1,1,6,6,0,10,1,2,0,0,1,1,0.3,0.373,0.4,0.773,683227
Freddie Freeman,36,7,Maj-NL,Los Angeles,133,572,503,68,153,32,1,15,63,60,3,93,3,0,6,18,6,0,0.304,0.378,0.461,0.839,518692
Tyler Freeman,27,29,Maj-NL,Colorado,79,288,255,29,63,6,1,3,23,11,0,34,15,7,0,15,6,4,0.247,0.317,0.314,0.63,671289
Sal Frelick,26,6,Maj-NL,Milwaukee,95,334,294,35,70,16,0,4,36,28,1,36,2,1,3,4,6,2,0.238,0.306,0.333,0.639,686217
TJ Friedl,30,6,Maj-NL,Cincinnati,80,261,230,20,38,6,1,4,12,20,0,60,5,5,1,3,5,0,0.165,0.246,0.252,0.498,670770
David Fry,30,7,Maj-AL,Cleveland,74,172,146,16,27,5,0,6,13,26,1,52,0,0,0,4,0,0,0.185,0.308,0.342,0.651,681807
Braxton Fulford,27,13,Maj-NL,Colorado,43,79,69,12,12,4,0,1,7,7,0,31,1,0,2,0,4,0,0.174,0.253,0.275,0.529,690924
Nate Furman,24,6,Maj-NL,San Francisco,12,23,19,1,3,0,0,0,0,3,0,6,0,1,0,0,0,0,0.158,0.273,0.158,0.431,801501
Adolis Garc\xc3\xada,33,88,Maj-NL,Philadelphia,67,259,231,21,45,8,1,7,21,21,0,84,4,0,3,2,3,0,0.195,0.27,0.329,0.599,666969
Aramis Garcia,33,87,Maj-NL,Arizona,8,19,19,2,3,0,0,1,2,0,0,6,0,0,0,0,0,0,0.158,0.158,0.316,0.474,605244
Jhostynxon Garcia,23,24,Maj-NL,Pittsburgh,20,50,48,2,8,1,0,0,2,1,0,16,1,0,0,1,0,0,0.167,0.2,0.188,0.388,691373
Luis Garc\xc3\xada Jr.,26,6,"Maj-AL,Maj-NL","New York,Washington",128,471,446,61,127,24,5,28,88,23,0,79,0,0,2,8,5,2,0.285,0.318,0.549,0.868,671277
Maikel Garcia,26,17,Maj-AL,Kansas City,73,309,283,34,76,18,3,3,32,24,0,47,0,0,2,9,5,4,0.269,0.324,0.385,0.709,672580
Mitch Garver,35,36,Maj-AL,Seattle,50,149,126,17,22,3,0,4,15,22,0,49,1,0,0,2,1,0,0.175,0.302,0.294,0.596,641598
Mickey Gasper,30,6,Maj-AL,Boston,46,161,137,18,38,8,1,6,20,19,0,23,3,1,1,3,0,1,0.277,0.375,0.482,0.857,681508
Zack Gelof,26,6,Maj-AL,Athletics,87,333,301,54,76,13,1,14,38,24,0,84,5,3,0,7,10,2,0.252,0.318,0.442,0.76,680869
Angel Genao,22,7,Maj-AL,Cleveland,21,81,74,9,19,3,0,1,3,6,0,9,1,0,0,0,1,0,0.257,0.321,0.338,0.659,694197
Drew Gilbert,25,6,Maj-NL,San Francisco,113,342,296,43,70,13,3,8,36,33,2,61,8,2,3,8,1,4,0.236,0.326,0.382,0.708,687551
Andr\xc3\xa9s Gim\xc3\xa9nez,27,7,Maj-AL,Toronto,128,436,402,34,97,20,1,8,52,14,2,83,13,2,5,7,19,3,0.241,0.286,0.356,0.641,665926
Paul Goldschmidt,38,7,Maj-AL,New York,93,348,318,40,79,11,1,18,48,26,2,83,3,0,1,6,1,0,0.248,0.31,0.459,0.769,502671
Nick Gonzales,27,8,Maj-NL,Pittsburgh,128,530,482,66,148,23,1,6,57,37,0,89,10,0,1,12,7,3,0.307,0.368,0.396,0.764,693304
Gabriel Gonzalez,22,6,Maj-AL,Minnesota,2,5,2,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0.5,0.8,0.5,1.3,694224
Jacob Gonzalez,24,8,"Maj-AL,Maj-NL","Chicago,Pittsburgh",66,193,179,19,38,7,0,6,29,9,0,37,3,1,1,5,2,1,0.212,0.26,0.352,0.612,694378
Romy Gonzalez,29,39,Maj-AL,Boston,19,73,65,7,12,3,1,1,7,5,0,21,2,1,0,3,1,1,0.185,0.264,0.308,0.572,663853
Hunter Goodman,26,6,Maj-NL,Colorado,118,488,440,74,112,17,1,36,73,41,3,158,4,0,3,7,5,4,0.255,0.322,0.543,0.865,696100
Nolan Gorman,26,7,Maj-NL,St. Louis,68,248,219,21,41,5,0,8,27,26,2,80,0,0,3,1,0,1,0.187,0.27,0.32,0.59,669357
Tristan Gray,30,31,Maj-AL,Minnesota,66,188,173,16,39,5,0,4,29,10,0,60,1,1,3,2,2,0,0.225,0.267,0.324,0.591,656484
Riley Greene,25,26,Maj-AL,Detroit,117,492,422,65,115,25,1,16,54,61,4,133,4,0,5,11,3,1,0.273,0.366,0.45,0.816,682985
Randal Grichuk,34,6,Maj-AL,"Chicago,New York",95,211,202,32,55,20,1,11,32,7,1,49,1,0,1,3,0,0,0.272,0.299,0.545,0.843,545341
Konnor Griffin,20,63,Maj-NL,Pittsburgh,59,247,225,35,62,10,2,5,25,16,0,65,4,0,2,3,20,1,0.276,0.332,0.404,0.736,804606
Trent Grisham,29,6,Maj-AL,New York,117,471,406,67,85,19,1,18,55,60,0,86,0,0,4,8,9,2,0.209,0.309,0.394,0.703,663757
Vaughn Grissom,25,6,Maj-AL,Los Angeles,95,372,334,39,83,20,0,9,58,23,0,66,9,1,4,15,1,0,0.249,0.311,0.389,0.7,687093
LuJames Groover,24,65,Maj-NL,Arizona,15,54,48,4,8,2,0,1,4,5,0,11,1,0,0,3,0,0,0.167,0.259,0.271,0.53,694410
Vladimir Guerrero Jr.,27,7,Maj-AL,Toronto,123,520,462,63,119,21,0,7,48,49,5,66,4,0,5,17,7,3,0.258,0.331,0.348,0.679,665489
Lourdes Gurriel Jr.,32,51,Maj-NL,Arizona,47,189,174,12,36,8,0,2,21,10,0,34,2,0,3,1,1,0,0.207,0.254,0.287,0.541,666971
Denzer Guzman,22,6,Maj-AL,Los Angeles,66,227,211,22,46,8,0,6,24,12,0,59,1,2,0,2,2,1,0.218,0.263,0.341,0.605,694203
Eric Haase,33,58,Maj-NL,San Francisco,29,84,74,8,12,3,0,4,9,6,0,28,1,3,0,1,0,0,0.162,0.235,0.365,0.599,606992
Sam Haggerty,32,99,Maj-AL,Texas,34,47,44,3,7,1,0,0,1,2,0,16,1,0,0,1,2,0,0.159,0.213,0.182,0.395,664059
Petey Halpin,24,7,Maj-AL,Cleveland,64,159,146,21,32,4,1,3,9,6,0,31,2,4,1,1,9,1,0.219,0.258,0.322,0.58,690984
David Hamilton,28,6,Maj-NL,Milwaukee,104,339,295,43,71,11,2,4,24,30,0,72,1,12,0,1,24,6,0.241,0.313,0.332,0.645,666152
Maverick Handley,28,113,Maj-AL,Baltimore,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,668974
Ian Happ,31,7,Maj-NL,Chicago,133,558,480,80,106,24,2,23,61,69,3,170,7,1,1,11,4,1,0.221,0.327,0.423,0.75,664023
Bryce Harper,33,6,Maj-NL,Philadelphia,138,590,485,84,130,28,3,27,79,97,3,122,1,0,7,17,7,6,0.268,0.386,0.505,0.892,547180
Brett Harris,28,59,Maj-AL,"Athletics,Boston",6,9,6,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0.0,0.333,0.0,0.333,695391
Dustin Harris,26,6,"Maj-AL,Maj-NL","Chicago,Houston,San Diego",23,70,60,9,18,2,1,0,6,6,0,9,1,2,1,0,5,1,0.3,0.368,0.367,0.734,687957
Michael Harris II,25,6,Maj-NL,Atlanta,132,528,502,65,149,32,1,23,78,19,0,105,2,2,3,3,10,3,0.297,0.323,0.502,0.825,671739
Ke\'Bryan Hayes,29,11,Maj-NL,Cincinnati,78,211,196,19,30,2,1,5,8,13,0,40,2,0,0,6,1,0,0.153,0.213,0.25,0.463,663647
Austin Hays,30,9,"Maj-AL,Maj-NL","Chicago,San Diego",23,74,71,9,16,1,0,2,10,3,1,20,0,0,0,3,0,1,0.225,0.257,0.324,0.581,669720
Austin Hedges,33,7,Maj-AL,Cleveland,67,209,184,20,47,7,0,5,21,18,0,37,1,4,2,5,1,1,0.255,0.322,0.375,0.697,595978
Jonah Heim,31,6,"Maj-AL,Maj-NL","Athletics,Atlanta",87,322,293,30,62,16,0,12,41,24,0,59,2,0,3,9,0,0,0.212,0.273,0.389,0.662,641680
Tyler Heineman,35,6,Maj-AL,"Los Angeles,Toronto",63,169,149,14,26,3,1,1,9,5,0,25,5,10,0,6,1,0,0.174,0.226,0.228,0.455,623168
Michael Helman,30,85,Maj-AL,Texas,15,35,30,2,5,1,0,1,2,1,0,6,2,1,1,0,0,0,0.167,0.235,0.3,0.535,680737
Gunnar Henderson,25,6,Maj-AL,Baltimore,137,614,546,82,122,24,5,22,57,57,3,132,9,0,2,8,10,5,0.223,0.306,0.407,0.713,683002
Darell Hernaiz,24,6,Maj-AL,Athletics,53,155,135,13,32,3,0,1,9,16,0,29,1,2,1,1,3,0,0.237,0.32,0.281,0.602,687231
Enrique Hern\xc3\xa1ndez,34,7,Maj-NL,Los Angeles,22,47,44,6,10,2,0,2,5,3,0,15,0,0,0,0,0,0,0.227,0.277,0.409,0.686,571771
Heriberto Hern\xc3\xa1ndez,26,6,Maj-NL,Miami,106,395,351,41,81,14,1,22,58,41,1,107,2,0,1,4,10,4,0.231,0.314,0.464,0.778,681715
Teoscar Hern\xc3\xa1ndez,33,7,Maj-NL,Los Angeles,101,391,354,53,88,14,1,12,46,31,1,110,3,0,3,12,2,1,0.249,0.312,0.395,0.708,606192
Iv\xc3\xa1n Herrera,26,7,Maj-NL,St. Louis,137,612,514,82,125,24,1,14,55,67,5,111,27,0,4,17,8,0,0.243,0.358,0.375,0.733,671056
Brewer Hicklen,30,7,Maj-NL,Atlanta,10,23,19,6,7,4,0,0,3,4,0,8,0,0,0,0,0,0,0.368,0.478,0.579,1.057,676551
Liam Hicks,27,6,"Maj-AL,Maj-NL","Miami,Tampa Bay",123,489,421,62,122,13,1,17,75,50,3,46,10,1,7,7,3,0,0.29,0.373,0.447,0.82,689414
Kyle Higashioka,36,48,Maj-AL,Texas,56,186,165,20,36,4,0,7,18,19,0,47,2,0,0,5,0,0,0.218,0.306,0.37,0.676,543309
P.J. Higgins,33,86,Maj-NL,Cincinnati,13,32,26,1,6,1,0,0,4,2,0,8,0,3,1,1,0,0,0.231,0.276,0.269,0.545,664731
Derek Hill,30,7,"Maj-AL,Maj-NL","Chicago,Philadelphia",99,190,174,27,42,4,0,9,26,12,0,64,1,3,0,2,13,4,0.241,0.294,0.42,0.714,656537
Turner Hill,27,6,Maj-NL,San Francisco,13,41,33,4,9,5,0,0,8,6,0,5,0,0,2,0,1,0,0.273,0.366,0.424,0.79,806367
Rece Hinds,25,56,Maj-NL,"Cincinnati,Miami",13,38,35,2,4,3,0,0,5,1,0,19,1,0,1,0,0,0,0.114,0.158,0.2,0.358,677956
Nico Hoerner,29,6,Maj-NL,Chicago,135,592,536,55,141,27,1,8,62,41,0,52,7,0,8,11,22,3,0.263,0.319,0.362,0.681,663538
Jackson Holliday,22,6,Maj-AL,Baltimore,86,304,265,38,61,11,1,6,27,34,2,70,0,1,4,6,8,3,0.23,0.314,0.347,0.661,702616
Spencer Horwitz,28,7,Maj-NL,Pittsburgh,95,381,324,37,80,12,1,10,38,46,0,58,7,0,4,13,1,0,0.247,0.349,0.383,0.732,687462
Rhys Hoskins,33,19,Maj-AL,Cleveland,95,317,263,33,47,13,0,13,38,47,0,100,3,0,4,4,1,0,0.179,0.306,0.376,0.682,656555
Brady House,23,6,Maj-NL,Washington,75,287,261,35,63,12,0,10,38,21,0,79,3,0,2,5,2,0,0.241,0.303,0.402,0.705,691781
Sam Huff,28,42,Maj-AL,Baltimore,14,34,33,1,4,2,0,0,1,1,0,19,0,0,0,0,0,0,0.121,0.147,0.182,0.329,669087
Blake Hunt,27,78,Maj-NL,San Diego,2,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,675448
Andy Ib\xc3\xa1\xc3\xb1ez,33,119,"Maj-AL,Maj-NL","Athletics,New York",14,26,23,1,2,0,0,0,5,1,0,3,0,0,2,0,0,0,0.087,0.115,0.087,0.202,628451
Jonathan India,29,141,Maj-AL,Kansas City,17,58,48,8,8,1,0,2,8,8,0,13,2,0,0,0,0,0,0.167,0.31,0.313,0.623,663697
Cooper Ingle,24,63,Maj-AL,Cleveland,7,24,21,1,2,0,0,0,2,3,0,12,0,0,0,0,0,0,0.095,0.208,0.095,0.304,694876
Kyle Isbel,29,7,Maj-AL,Kansas City,78,259,233,26,55,9,1,6,24,14,0,58,3,7,2,7,6,0,0.236,0.286,0.361,0.646,664728
Alex Jackson,30,6,Maj-AL,Minnesota,29,70,66,11,20,4,0,1,5,2,0,23,2,0,0,0,0,0,0.303,0.343,0.409,0.752,656577
Jeremiah Jackson,26,19,Maj-AL,Baltimore,89,248,234,25,53,10,0,7,39,8,1,51,2,1,3,11,2,1,0.226,0.255,0.359,0.614,669236
Danny Jansen,31,6,Maj-AL,Texas,49,167,146,14,24,7,1,5,16,14,0,48,5,2,0,6,1,1,0.164,0.261,0.329,0.589,643376
Jim Jarvis,25,15,Maj-NL,Atlanta,38,124,111,10,23,5,1,1,11,8,0,23,1,4,0,0,0,1,0.207,0.267,0.297,0.564,805347
Ryan Jeffers,29,6,Maj-AL,Minnesota,74,296,251,45,69,16,1,12,46,41,1,49,2,0,1,3,1,0,0.275,0.38,0.49,0.87,680777
Walker Jenkins,21,6,Maj-AL,Minnesota,4,14,12,2,3,1,0,1,3,2,0,1,0,0,0,0,1,0,0.25,0.357,0.583,0.94,805805
Carter Jensen,22,7,Maj-AL,Kansas City,128,512,447,61,99,25,1,19,61,57,1,147,2,0,6,4,2,1,0.221,0.309,0.409,0.718,695600
Eloy Jim\xc3\xa9nez,29,131,Maj-AL,Toronto,12,35,31,2,9,0,0,0,3,3,0,7,0,0,1,1,0,0,0.29,0.343,0.29,0.633,650391
Leo Jimenez,25,6,Maj-NL,Miami,66,194,166,18,33,4,0,2,14,18,0,38,8,1,1,7,1,0,0.199,0.306,0.259,0.565,677870
Connor Joe,33,78,Maj-AL,Seattle,21,45,39,2,7,2,0,1,3,6,0,15,0,0,0,1,2,0,0.179,0.289,0.308,0.597,656582
Bryce Johnson,30,88,Maj-NL,San Diego,32,49,45,5,8,2,0,0,2,3,0,18,0,1,0,1,5,1,0.178,0.229,0.222,0.451,669369
Daniel Johnson,30,126,Maj-AL,Houston,8,17,14,1,2,0,0,0,0,2,0,3,1,0,0,1,0,0,0.143,0.294,0.143,0.437,669288
Ivan Johnson,27,7,Maj-NL,Cincinnati,16,19,16,0,1,0,0,0,0,3,0,7,0,0,0,0,2,0,0.063,0.211,0.063,0.273,671155
Troy Johnston,29,6,Maj-NL,Colorado,114,402,354,37,102,28,1,4,47,35,0,68,7,1,5,4,4,5,0.288,0.359,0.407,0.766,687859
Greg Jones,28,60,Maj-NL,Milwaukee,12,24,23,0,2,0,0,0,1,0,0,10,0,1,0,0,1,1,0.087,0.087,0.087,0.174,675659
Jahmai Jones,28,8,Maj-AL,"Boston,Detroit",79,145,127,17,27,6,1,4,13,15,0,44,3,0,0,3,3,2,0.213,0.31,0.37,0.68,663330
Spencer Jones,25,6,Maj-AL,New York,65,201,181,25,43,9,1,8,25,18,1,71,1,0,1,0,8,2,0.238,0.308,0.431,0.739,682987
Blaze Jordan,23,10,Maj-NL,St. Louis,57,199,186,16,46,8,4,3,28,7,0,30,2,0,4,8,0,0,0.247,0.276,0.382,0.658,691458
Aaron Judge,34,98,Maj-AL,New York,58,256,209,43,53,10,0,17,38,42,5,68,2,0,1,8,5,3,0.254,0.382,0.545,0.927,592450
Edouard Julien,27,30,Maj-NL,Colorado,88,276,236,37,49,9,1,3,20,39,0,71,1,0,0,6,5,3,0.208,0.322,0.292,0.615,666397
Corey Julks,30,9,Maj-AL,Detroit,4,7,7,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0.286,0.286,0.429,0.714,667452
Jace Jung,25,123,Maj-AL,Detroit,3,8,6,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0.167,0.375,0.167,0.542,690291
Josh Jung,28,47,Maj-AL,Texas,92,396,354,46,104,23,1,9,35,33,0,71,6,0,3,14,1,1,0.294,0.361,0.441,0.802,673962
Kyle Karros,23,15,Maj-NL,Colorado,114,403,346,58,91,20,2,10,44,48,2,82,6,0,3,4,5,0,0.263,0.36,0.419,0.779,691720
CJ Kayfus,24,147,Maj-AL,Cleveland,9,25,22,4,4,1,0,1,2,2,0,8,1,0,0,0,0,0,0.182,0.28,0.364,0.644,692216
Luke Keaschall,23,6,Maj-AL,Minnesota,129,516,441,66,122,23,1,9,41,50,1,78,17,1,7,6,16,7,0.277,0.367,0.395,0.762,807712
Colt Keith,24,6,Maj-AL,Detroit,126,389,354,46,91,16,4,9,32,29,0,75,4,0,2,8,5,0,0.257,0.319,0.401,0.72,690993
Jarred Kelenic,26,15,Maj-AL,"Chicago,Texas",36,83,73,5,16,2,0,1,6,10,0,31,0,0,0,0,0,1,0.219,0.313,0.288,0.601,672284
Carson Kelly,31,6,Maj-NL,Chicago,101,365,324,50,86,13,0,10,51,38,0,60,3,0,0,9,0,1,0.265,0.348,0.398,0.746,608348
Otto Kemp,26,109,Maj-NL,Philadelphia,13,27,25,0,2,0,0,0,0,1,0,10,1,0,0,0,0,0,0.08,0.148,0.08,0.228,805249
Buddy Kennedy,27,11,"Maj-AL,Maj-NL","San Francisco,Seattle",25,49,43,4,5,1,0,0,1,5,0,15,1,0,0,0,0,0,0.116,0.224,0.14,0.364,671083
Max Kepler,33,8,Maj-NL,Arizona,39,139,126,11,27,7,0,2,15,11,1,30,0,0,2,3,0,0,0.214,0.273,0.317,0.591,596146
Sean Keys,23,46,Maj-AL,Toronto,12,37,36,5,6,1,0,1,5,1,0,13,0,0,0,0,0,0,0.167,0.189,0.278,0.467,815873
Ha-Seong Kim,30,7,Maj-NL,Atlanta,35,96,86,5,7,0,0,0,5,9,0,26,1,0,0,1,2,0,0.081,0.177,0.081,0.258,673490
Hyeseong Kim,27,102,Maj-NL,Los Angeles,43,131,116,16,30,3,1,1,11,12,0,31,0,0,2,2,5,1,0.259,0.323,0.328,0.651,808975
Isiah Kiner-Falefa,31,80,Maj-AL,Boston,47,132,119,19,33,4,0,2,13,12,0,18,0,1,0,3,7,2,0.277,0.344,0.361,0.705,643396
Scott Kingery,32,136,Maj-NL,Chicago,8,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.5,664068
Alejandro Kirk,27,7,Maj-AL,Toronto,61,238,209,18,58,6,0,8,32,26,5,27,0,0,3,6,1,0,0.278,0.353,0.421,0.774,672386
Andrew Knizner,31,6,Maj-NL,San Francisco,11,30,27,3,6,2,0,1,1,2,0,4,1,0,0,1,0,0,0.222,0.3,0.407,0.707,668800
Christian Koss,28,6,Maj-NL,San Francisco,46,134,123,12,24,5,0,1,4,5,0,37,2,4,0,2,2,0,0.195,0.238,0.26,0.499,683766
Ryan Kreidler,28,6,Maj-AL,Minnesota,87,227,210,28,47,8,3,6,26,15,0,49,1,1,0,6,4,3,0.224,0.279,0.376,0.655,668952
Joshua Kuroda-Grauer,23,48,Maj-AL,Athletics,16,62,60,8,25,7,0,1,4,1,0,7,1,0,0,3,0,1,0.417,0.435,0.583,1.019,811965
Nick Kurtz,23,37,Maj-AL,Athletics,99,434,352,62,90,15,1,21,69,79,9,141,3,0,0,5,7,1,0.256,0.396,0.483,0.879,701762
Steven Kwan,28,7,Maj-AL,Cleveland,127,530,447,68,123,17,2,2,27,71,1,53,4,4,3,8,9,3,0.275,0.377,0.336,0.713,680757
Shea Langeliers,28,44,Maj-AL,Athletics,93,416,376,55,99,19,0,23,51,34,2,96,5,0,1,5,2,1,0.263,0.332,0.497,0.829,669127
Wyatt Langford,24,6,Maj-AL,Texas,86,370,330,50,83,16,2,15,36,36,0,78,4,0,0,8,10,3,0.252,0.332,0.448,0.781,694671
Luis Lara,21,6,Maj-NL,Milwaukee,44,142,127,18,35,7,2,1,19,14,0,28,0,0,1,1,3,1,0.276,0.345,0.386,0.731,800325
Trevor Larnach,29,6,Maj-AL,Minnesota,112,404,358,52,95,21,1,11,45,42,1,72,3,1,0,10,2,2,0.265,0.347,0.422,0.769,663616
Ram\xc3\xb3n Laureano,31,99,Maj-NL,San Diego,53,206,182,23,37,6,2,7,21,20,0,65,2,0,2,1,7,2,0.203,0.286,0.374,0.66,657656
Jordan Lawlar,23,6,Maj-NL,Arizona,23,79,70,10,19,2,0,3,9,4,0,21,4,1,0,0,4,0,0.271,0.346,0.429,0.775,691783
Brooks Lee,25,6,Maj-AL,Minnesota,132,530,492,61,122,21,3,22,76,33,0,86,3,1,1,9,7,5,0.248,0.299,0.437,0.736,686797
Hao-Yu Lee,23,6,Maj-AL,Detroit,92,264,244,27,66,12,1,8,34,17,1,60,0,1,2,1,2,2,0.27,0.316,0.426,0.742,701678
Jung Hoo Lee,27,6,Maj-NL,San Francisco,125,507,471,61,137,27,4,9,49,25,0,50,7,0,4,6,12,1,0.291,0.333,0.423,0.756,808982
Sandy Le\xc3\xb3n,37,81,Maj-NL,Atlanta,21,44,44,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0.091,0.091,0.091,0.182,506702
Eddys Leonard,25,29,Maj-NL,San Francisco,3,8,8,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.375,0.625,678760
Royce Lewis,27,6,Maj-AL,Minnesota,103,419,377,46,87,20,1,13,46,35,1,103,3,0,4,3,14,0,0.231,0.298,0.393,0.691,668904
Daylen Lile,23,6,Maj-NL,Washington,138,573,526,73,135,26,6,20,80,36,2,108,6,0,5,6,13,7,0.257,0.309,0.443,0.752,695734
Francisco Lindor,32,6,Maj-NL,New York,81,351,312,46,72,9,4,14,34,36,0,67,3,0,0,3,3,2,0.231,0.316,0.42,0.736,596019
Tyler Locklear,25,23,Maj-NL,Arizona,15,42,36,8,10,3,0,1,6,4,0,9,1,0,1,3,1,0,0.278,0.357,0.444,0.802,682988
Brandon Lockridge,29,19,Maj-NL,Milwaukee,38,111,99,12,27,4,0,0,12,11,0,32,0,1,0,0,6,1,0.273,0.345,0.313,0.659,663604
Nick Loftin,27,7,Maj-AL,Kansas City,98,354,304,38,72,23,2,6,40,36,0,56,6,4,4,6,2,1,0.237,0.326,0.385,0.711,679845
George Lombard Jr.,21,8,Maj-AL,New York,23,87,79,12,20,1,1,2,6,7,0,24,0,0,1,0,1,1,0.253,0.31,0.367,0.677,806146
Joey Loperfido,27,67,Maj-AL,Houston,39,120,102,13,22,7,1,1,12,14,1,31,1,1,1,2,1,1,0.216,0.314,0.333,0.647,694388
Nicky Lopez,31,6,"Maj-AL,Maj-NL","Chicago,Texas",79,227,204,20,53,3,1,1,22,10,0,38,3,8,2,5,5,3,0.26,0.301,0.299,0.6,670032
Otto Lopez,27,6,Maj-NL,Miami,134,583,538,80,164,30,7,10,61,30,0,76,4,0,11,12,29,4,0.305,0.34,0.442,0.782,672640
Brandon Lowe,31,7,Maj-NL,Pittsburgh,128,563,502,81,126,27,1,28,82,52,0,168,2,0,7,5,2,0,0.251,0.32,0.476,0.796,664040
Josh Lowe,28,6,Maj-AL,Los Angeles,94,288,261,25,55,7,0,10,27,22,1,81,1,2,2,0,6,1,0.211,0.273,0.352,0.625,666139
Nathaniel Lowe,30,7,"Maj-AL,Maj-NL","Cincinnati,Cleveland",103,360,324,34,84,21,0,15,52,32,1,86,0,0,4,2,0,0,0.259,0.322,0.463,0.785,663993
Matthew Lugo,25,7,Maj-AL,Kansas City,3,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.333,0.333,0.333,0.667,683090
Nathan Lukes,31,7,Maj-AL,Toronto,102,364,329,38,87,11,0,10,32,21,0,54,6,6,2,9,1,1,0.264,0.318,0.389,0.707,664770
Manny Machado,33,6,Maj-NL,San Diego,135,578,504,69,111,21,0,24,74,65,3,125,1,1,7,19,4,3,0.22,0.307,0.405,0.712,592518
Joe Mack,23,7,Maj-NL,Miami,85,269,245,32,57,8,0,12,39,17,0,68,2,4,1,6,0,0,0.233,0.287,0.412,0.699,691788
Nick Madrigal,29,80,Maj-AL,Los Angeles,15,52,44,7,12,1,0,0,2,7,0,3,1,0,0,1,1,1,0.273,0.385,0.295,0.68,663611
Luke Maile,35,8,Maj-AL,Kansas City,12,34,33,2,5,1,0,1,5,1,0,11,0,0,0,2,0,0,0.152,0.176,0.273,0.449,571912
Ben Malgeri,26,6,Maj-AL,Detroit,38,86,72,9,16,2,0,3,11,12,0,22,1,0,1,0,1,0,0.222,0.337,0.375,0.712,701162
Trey Mancini,34,84,Maj-AL,Los Angeles,5,14,13,1,4,0,1,0,4,0,0,3,0,0,1,1,0,0,0.308,0.286,0.462,0.747,641820
Jake Mangum,30,7,Maj-NL,Pittsburgh,114,411,373,52,107,16,2,4,28,22,1,82,11,3,2,6,21,8,0.287,0.343,0.373,0.716,663968
Kyle Manzardo,25,35,Maj-AL,Cleveland,102,356,312,40,67,10,1,13,39,36,0,114,6,0,2,5,0,0,0.215,0.306,0.378,0.684,700932
Rafael March\xc3\xa1n,27,46,Maj-NL,Philadelphia,32,92,88,5,9,0,0,2,6,2,0,14,2,0,0,2,0,0,0.102,0.141,0.17,0.312,665561
Jakob Marsee,25,6,Maj-NL,Miami,132,522,437,66,92,16,5,8,31,68,1,112,11,5,1,4,21,12,0.211,0.331,0.325,0.656,805300
Brandon Marsh,28,6,Maj-NL,Philadelphia,132,511,472,67,128,18,2,17,57,32,5,128,2,1,4,4,11,3,0.271,0.318,0.426,0.743,669016
